goto,goto1,-0.6134923,0.1469033,0.7759167,0.1296415,0.9879501,-0.08454389,-0.7789868,0.04872402,-0.6251445,21.37862,-0.6024016,-3.256192,1,0,0,0,0,0,0,0,0,
goto,goto2,0.1630049,0.02323872,0.9863515,0.0193294,0.9994555,-0.02674183,-0.9864359,0.02342463,0.1624669,23.25466,-0.5890249,-3.92413,1,0,0,0,0,0,0,0,0,
goto,goto7,0.9336574,0.05679296,-0.353636,0.0193538,0.9779062,0.2081463,0.3576441,-0.2011815,0.9119302,10.31059,-0.6316488,-14.04959,1,0,0,0,0,0,0,0,0,
goto,goto8,0.9597665,0.1075093,0.259403,-0.09871724,0.994018,-0.0467254,-0.2628747,0.01923792,0.9646382,15.61535,-0.4572422,-12.7829,1,0,0,0,0,0,0,0,0,
goto,goto9,0.2932461,0.08487095,0.9522624,0.002236821,0.9959882,-0.08945686,-0.9560344,0.02836291,0.2918798,17.17646,-0.2019408,-10.04544,1,0,0,0,0,0,0,0,0,
goto,goto11,0.999359,-0.03091132,-0.01805986,0.03202583,0.9973657,0.065084,0.01600045,-0.06562067,0.9977164,9.016926,-0.5295191,-13.23621,1,0,0,0,0,0,0,0,0,
goto,goto12,0.5984134,0.008605011,-0.8011413,0.02962513,0.9990208,0.03285895,0.8006396,-0.04339716,0.5975726,5.813718,-0.2490585,-8.531668,1,0,0,0,0,0,0,0,0,
goto,goto15,0.2793993,0.07563277,-0.9571916,0.03926822,0.9951587,0.09009495,0.9593717,-0.06275968,0.2750767,4.368791,-0.3925745,-1.82793,1,0,0,0,0,0,0,0,0,
goto,goto16,0.2697336,0.07414296,-0.9600763,-0.05173717,0.9967071,0.06243625,0.9615441,0.03283048,0.2726814,-9.171783,-0.203979,-5.720963,1,0,0,0,0,0,0,0,0,
goto,goto17,-0.1944775,-0.06978925,-0.9784212,-0.1386606,0.9894055,-0.04301165,0.971057,0.1273036,-0.2020942,-15.43694,-0.5163044,-2.921347,1,0,0,0,0,0,0,0,0,
goto,goto19,-0.2188815,-0.1352327,0.9663348,-0.05903606,0.9903705,0.1252243,-0.9739639,-0.02963932,-0.2247574,-4.143857,-0.2016308,-4.144662,1,0,0,0,0,0,0,0,0,
goto,goto20,0.3102187,-0.04786639,0.9494594,0.07299751,0.9969823,0.02641161,-0.9478585,0.0611148,0.3127767,-6.221885,-0.07613917,-4.731524,1,0,0,0,0,0,0,0,0,
goto,goto21,0.5948906,-0.1120712,0.7959555,0.1837025,0.9829813,0.001106771,-0.7825335,0.1455607,0.605354,-5.664194,0.194527,-7.175332,1,0,0,0,0,0,0,0,0,
goto,goto23,0.6041942,-0.1480564,0.7829615,0.06044788,0.9882715,0.1402339,-0.794541,-0.03740013,0.6060576,-3.193217,-0.229817,-8.731937,1,0,0,0,0,0,0,0,0,
goto,goto28,-0.9988694,0.01677552,-0.04447971,0.02062666,0.9959432,-0.08758766,0.04282994,-0.08840611,-0.9951633,6.336845,-0.0819755,0.4112204,1,0,0,0,0,0,0,0,0,
goto,goto31,-0.6855925,-0.07063808,-0.7245504,0.06534453,0.9852924,-0.1578895,0.7250469,-0.1555932,-0.6708932,2.790785,-0.2361786,3.789535,1,0,0,0,0,0,0,0,0,
goto,goto33,-0.7796445,-0.06735044,-0.6225899,-0.05318131,0.997729,-0.04133533,0.62396,0.0008832822,-0.7814558,-5.327437,-0.2100825,0.691259,1,0,0,0,0,0,0,0,0,
goto,goto36,-0.07158408,0.03505807,0.9968182,0.0345255,0.9988703,-0.03265087,-0.9968368,0.03207837,-0.07271361,2.90008,-0.4507459,-4.042006,1,0,0,0,0,0,0,0,0,
goto,goto37,-0.6862003,-0.02929518,0.7268225,-0.0133456,0.9995276,0.02768707,-0.7272902,0.009298997,-0.6862671,-1.470057,-0.3620193,-1.568892,1,0,0,0,0,0,0,0,0,
goto,goto39,-0.6862003,-0.02929518,0.7268225,-0.0133456,0.9995276,0.02768707,-0.7272902,0.009298997,-0.6862671,11.81355,-0.3691044,-6.288374,1,0,0,0,0,0,0,0,0,
goto,goto42,0.2739075,-0.001148382,0.9617553,0.06950996,0.9974077,-0.01860545,-0.9592409,0.07194775,0.2732773,15.85631,-0.4310054,-5.416069,1,0,0,0,0,0,0,0,0,
goto,goto43,-0.5056046,-0.03186787,0.8621765,-0.02378769,0.9994526,0.02299211,-0.8624373,-0.008884274,-0.5060859,15.00348,-0.4147125,1.086411,1,0,0,0,0,0,0,0,0,
goto,goto44,0.1907116,0.09179101,0.9773451,-0.1000471,0.9922518,-0.07366861,-0.9765345,-0.08373106,0.1984174,19.37956,-0.2843131,3.019173,1,0,0,0,0,0,0,0,0,
goto,goto45,-0.619379,0.02878482,0.7845643,-0.05401773,0.9953969,-0.07916468,-0.7832316,-0.09141333,-0.6149731,15.26965,-0.1676559,4.661231,1,0,0,0,0,0,0,0,0,
